Compound,Date,Negative,Neutral,News Organization,Positive,Tweet Text,Tweets Ago
-0.3597,2018-06-09 04:31:04+00:00,0.146,0.773,CNN,0.082,"Venezuela ranks as the most dangerous country in the world for the second straight year, according to a new Gallup… https://t.co/ywDhdCxqJn",97
0.0,2018-06-09 04:16:00+00:00,0.0,1.0,CNN,0.0,This surveillance camera footage from last weekend shows a tiny asteroid that NASA says disintegrated over southern… https://t.co/f10F3pY2Rw,98
0.0,2018-06-09 04:01:07+00:00,0.0,1.0,CNN,0.0,Time cover gets Trump just right | By Michael D'Antonio via @CNNOpinion https://t.co/3Na14xHBeg https://t.co/MtWRm0tvV9,99
0.5859,2018-06-09 03:46:00+00:00,0.0,0.847,CNN,0.153,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/FUbBJgpbPn",100
-0.1531,2018-06-10 00:04:46+00:00,0.151,0.849,nytimes,0.0,Judge Stops Deportation of a New York Pizza Delivery Man https://t.co/HvmhAiLkvU,1
0.8074,2018-06-09 23:43:28+00:00,0.0,0.722,nytimes,0.278,RT @nytimestravel: This year would have been Leonard Bernstein's 100th birthday. Celebrate his rich musical legacy at these events around t…,2
-0.4019,2018-06-09 23:43:02+00:00,0.13,0.87,nytimes,0.0,"Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling P… https://t.co/Y0hQKylGpt",3
-0.6705,2018-06-09 23:25:30+00:00,0.647,0.353,nytimes,0.0,I Have Post-Brokeness Stress Disorder https://t.co/DzbNcVsanm,4
-0.128,2018-06-09 23:11:56+00:00,0.137,0.747,nytimes,0.116,The powerful conservative donor couple you’ve never heard of: Liz and Dick Uihlein are spending millions to shape a… https://t.co/X4PKGfkCQc,5
0.8225,2018-06-09 22:53:56+00:00,0.0,0.691,nytimes,0.309,"Breaking News: Justify won the Belmont Stakes to become the 13th Triple Crown champion, the second in 4 years https://t.co/hm0DyHs93a",6
0.2023,2018-06-09 22:53:01+00:00,0.095,0.776,nytimes,0.129,"""This has been a very slim Broadway season."" What NYT's theater critics had to say about the Tony Awards nomination… https://t.co/4LbGoj8MbY",7
0.0,2018-06-09 22:36:48+00:00,0.0,1.0,nytimes,0.0,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/xKVpypbD5i",8
-0.296,2018-06-09 22:20:02+00:00,0.099,0.901,nytimes,0.0,"She went out for a walk with her dogs. Then she went missing. Hours later, officials found human remains inside of… https://t.co/wMhCiG236J",9
0.5859,2018-06-09 22:10:05+00:00,0.0,0.84,nytimes,0.16,"Justify will attempt to become the 13th Triple Crown winner, and first since American Pharoah in 2015, in the Belmo… https://t.co/oSk73TTFVu",10
0.1901,2018-06-09 22:00:09+00:00,0.0,0.923,nytimes,0.077,"New parks are cropping up across the city, many courtesy of new apartment complexes, but you won’t need to have a p… https://t.co/NW2yo2cQ4L",11
0.6486,2018-06-09 21:45:04+00:00,0.0,0.654,nytimes,0.346,"These sweet, lemony rolls are a fresh alternative to classic cinnamon rolls https://t.co/prmvr6p22Z",12
-0.2411,2018-06-09 21:30:11+00:00,0.094,0.906,nytimes,0.0,"In @NYTOpinion

Sarah Jackson writes, ""Anthony Bourdain was not just curious about food and the world. He was aware… https://t.co/5hEzlnvRuR",13
0.0,2018-06-09 21:15:06+00:00,0.0,1.0,nytimes,0.0,Anthony Bourdain understood that eating was simply a way of taking the world inside you https://t.co/MFUCcrSnln,14
0.0,2018-06-09 21:00:09+00:00,0.0,1.0,nytimes,0.0,"A salmonella outbreak has been linked to melons sold at Trader Joe's, Costco, Walgreens and other stores in 8 states https://t.co/OelPlvpK5c",15
0.0,2018-06-09 20:45:08+00:00,0.0,1.0,nytimes,0.0,"With American presidential races requiring an ever-dizzying amount of money, a behind-the-scenes 2020 contest is al… https://t.co/tHOnZLcUXg",16
0.0,2018-06-09 20:37:06+00:00,0.0,1.0,nytimes,0.0,"RT @NYTNational: ⚡️ “Audio Series: ​Charm City”

https://t.co/wY7o7Opy3u",17
0.0,2018-06-09 20:30:05+00:00,0.0,1.0,nytimes,0.0,"Surveillance cameras are an inescapable fixture of the modern city. But in Newark, the police have taken an extraor… https://t.co/lzw2Eo7eCH",18
-0.6249,2018-06-09 20:15:09+00:00,0.212,0.788,nytimes,0.0,We demolish the lame excuses British executives gave for the lack of women on corporate boards. Read the latest Gen… https://t.co/jhJiWjGPGd,19
0.4019,2018-06-09 20:00:07+00:00,0.065,0.791,nytimes,0.144,"With Kyrie Irving's popularity has come controversy: He has questioned several times whether the Earth is round, an… https://t.co/XuXD1Q2qPy",20
-0.2732,2018-06-09 19:45:02+00:00,0.114,0.829,nytimes,0.057,"In @NYTOpinion 

Daniel Patterson writes, ""No matter how famous and seemingly unapproachable he became in the world… https://t.co/BQnrKYPvyI",21
-0.7351,2018-06-09 19:30:10+00:00,0.324,0.676,nytimes,0.0,Gun ranges and gun shops in several states have declared themselves “Muslim-free zones.” Several Muslim gun owners… https://t.co/GOwpHFkLks,22
0.8126,2018-06-09 19:15:07+00:00,0.0,0.709,nytimes,0.291,"In @NYTOpinion 

Musa Okwonga writes, ""Here we are again on the eve of the planet’s greatest traveling festival: Ye… https://t.co/nBxJnGwvsF",23
0.0,2018-06-09 19:00:09+00:00,0.0,1.0,nytimes,0.0,Have questions about the Belmont Stakes and the Triple Crown? We have your answers. https://t.co/GPu2uPlTRV,24
0.0,2018-06-09 18:45:05+00:00,0.0,1.0,nytimes,0.0,“I talk back to people when they say something about me now because I know even with my condition that I am beautif… https://t.co/TJmesUhGTL,25
0.0,2018-06-09 18:30:14+00:00,0.0,1.0,nytimes,0.0,Science is taking a back seat in policymaking across the Trump administration. The North Korea nuclear talks offer… https://t.co/hauZtxGqq5,26
0.0,2018-06-09 18:15:08+00:00,0.0,1.0,nytimes,0.0,"In his own unorthodox way, Trump has been preparing for this encounter with Kim Jong-Un his entire adult life https://t.co/VlXkCmqssL",27
0.0,2018-06-09 18:00:05+00:00,0.0,1.0,nytimes,0.0,"With his America First agenda, Trump has driven a wedge between the U.S. and its allies, ceding leadership and its… https://t.co/sfyYD4o3hM",28
0.128,2018-06-09 17:50:07+00:00,0.103,0.775,nytimes,0.122,"RT @TheSteinLine: All the tales — legacy, free agency, injury — from what might (or might not) have been LeBron James’ last night as a Clev…",29
0.0,2018-06-09 17:40:03+00:00,0.0,1.0,nytimes,0.0,California has dug in at the front lines of the resistance to President Trump. And then there is Orange County. https://t.co/BSVW14kSmd,30
0.0,2018-06-09 17:25:03+00:00,0.0,1.0,nytimes,0.0,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/TR5noBS7Ee",31
-0.0772,2018-06-09 17:10:03+00:00,0.151,0.711,nytimes,0.138,"Who’s right, Elon Musk or Mark Zuckerberg? Is supersmart artificial intelligence a potential threat to humans, or a… https://t.co/8zay2rbSEG",32
0.4767,2018-06-09 17:00:23+00:00,0.0,0.853,nytimes,0.147,"RT @stanfordc: I’m proud to say that there has never been a swimsuit portion of the news quiz 
https://t.co/e1Z8wlhYvy https://t.co/4YJ7UrG…",33
0.0,2018-06-09 16:45:09+00:00,0.0,1.0,nytimes,0.0,"30 billion gallons of Hawaiian lava, as seen from the ground and space https://t.co/vz9qQOCYS9",34
0.2732,2018-06-09 16:30:07+00:00,0.107,0.741,nytimes,0.152,She wanted to celebrate their marriage in lavish style. He had something less lofty in mind. A lovers’ battle ensue… https://t.co/RnvIaxRtRP,35
-0.5994,2018-06-09 16:15:02+00:00,0.187,0.813,nytimes,0.0,"Anthony Bourdain's sudden death at Le Chambard, a hotel in the village of Kaysersberg in northeastern France, sent… https://t.co/V5gRoZKGQN",36
0.743,2018-06-09 16:01:00+00:00,0.0,0.704,nytimes,0.296,"@jimdwyernyt ""The supply of excellent schools cannot meet the demands of capable students, whatever their backgroun… https://t.co/KF39XvdUjJ",37
0.3612,2018-06-09 15:58:00+00:00,0.0,0.872,nytimes,0.128,"@jimdwyernyt The specialized schools are far from bastions of privilege, dominated by immigrants or the children of… https://t.co/DWOoiPghSz",38
0.3612,2018-06-09 15:55:03+00:00,0.0,0.884,nytimes,0.116,"In New York’s ragged history of race, class, privilege and equity, the city’s specialized high schools have long be… https://t.co/HL2yw2JmHz",39
-0.7269,2018-06-09 15:41:58+00:00,0.253,0.747,nytimes,0.0,Breaking News: President Trump threatened to end trade with G-7 nations that he said use unfair practices. “We’re l… https://t.co/uI5rOmZ76O,40
0.2023,2018-06-09 15:32:50+00:00,0.0,0.847,nytimes,0.153,"Flaky mounds of quick bread, golden brown, with a significant crumb https://t.co/wbMRgvySpY",41
0.6369,2018-06-09 15:16:31+00:00,0.092,0.669,nytimes,0.239,Breaking News: Simona Halep of Romania beat Sloane Stephens to win the French Open. It was the first Grand Slam tit… https://t.co/3sFwWkJ353,42
0.7269,2018-06-09 15:05:06+00:00,0.0,0.711,nytimes,0.289,Her $1 million gift left educators asking: How was one teacher able to save so much money?https://t.co/Vv8fhgbwWA,43
-0.875,2018-06-09 14:51:21+00:00,0.321,0.679,nytimes,0.0,"If you or someone else you know is having thoughts of suicide, call the National Suicide Prevention Lifeline at 1-8… https://t.co/5kOUYV8c3u",44
-0.6705,2018-06-09 14:50:03+00:00,0.191,0.809,nytimes,0.0,New federal data shows that suicide rates have been increasing for years in almost every state and across demograph… https://t.co/g6znmjYQl5,45
-0.0258,2018-06-09 14:37:50+00:00,0.14,0.723,nytimes,0.136,"After failing to repeal the Affordable Care Act, the Trump administration is seizing on a different strategy for di… https://t.co/Low8zwBsVL",46
0.5106,2018-06-09 14:36:39+00:00,0.0,0.845,nytimes,0.155,"Our experts weighed in on the contenders, including the Triple Crown hopeful Justify, for the 150th Belmont Stakes https://t.co/xi9TIoAxWb",47
0.0,2018-06-09 14:20:07+00:00,0.0,1.0,nytimes,0.0,"RT @NYTMetro: “This is the deportation machine in full effect, and everyone should wake up to how American citizens and their families are…",48
0.6369,2018-06-09 14:02:25+00:00,0.0,0.84,nytimes,0.16,"RT @caityweaver: The strangest and best recommendation I will ever make to you is: Listen to the same 4 podcast appearances by ""Sex and the…",49
-0.296,2018-06-09 13:43:12+00:00,0.136,0.864,nytimes,0.0,Pope Tells Oil Executives to Act on Climate: ‘There Is No Time to Lose’ https://t.co/jpXdOMmBOf,50
0.0,2018-06-09 13:38:05+00:00,0.0,1.0,nytimes,0.0,Elizabeth Warren and a Scholarly Debate Over Medical Bankruptcy That Won’t Go Away https://t.co/mbz6wvuSUO,51
0.4574,2018-06-09 13:26:45+00:00,0.0,0.501,nytimes,0.499,RT @NYTStyles: Parties! https://t.co/MdgG2e1xjI,52
0.7906,2018-06-09 13:06:58+00:00,0.0,0.667,nytimes,0.333,"RT @nytimesbusiness: ""Wealth was about being able to create the change you wish to see in the world.” https://t.co/KoQCO5Iy1y",53
0.0,2018-06-09 12:50:47+00:00,0.0,1.0,nytimes,0.0,An exhibition in London examines the feelings people harbor about their teeth. Here's a look at some of the most cu… https://t.co/KRz76xwrXq,54
0.5859,2018-06-09 12:33:02+00:00,0.0,0.787,nytimes,0.213,RT @NYTSports: Need a winner for the Belmont Stakes? @MHoppertNYT and @joedrape have you covered: https://t.co/44joWHhuTm,55
-0.296,2018-06-09 12:32:42+00:00,0.216,0.784,nytimes,0.0,Why Cities Can’t Stop Poaching From One Another https://t.co/X1SeTjbqKs,56
-0.296,2018-06-09 12:17:32+00:00,0.091,0.909,nytimes,0.0,RT @nytimesworld: Austrian officials have ordered seven mosques to close and may refuse dozens of imams the right to reside in the country…,57
0.0,2018-06-09 12:00:08+00:00,0.0,1.0,nytimes,0.0,RT @nytrealestate: A quick guide to what you need to get your first apartment in New York City https://t.co/NQYV03Xkyn,58
-0.3182,2018-06-09 11:49:08+00:00,0.277,0.723,nytimes,0.0,Men’s Fashion Week Loses Some Luster https://t.co/TCj0nbeFMj,59
-0.8074,2018-06-09 11:41:16+00:00,0.356,0.644,nytimes,0.0,"Inside New York’s dollar van wars: strict regulations, low margins and a constant fight with rogue van drivers https://t.co/kiAEpdxkgV",60
0.0,2018-06-09 11:23:34+00:00,0.0,1.0,nytimes,0.0,"RT @NYTMetro: On the stoop that was his perch, a requiem for the mayor of West 83rd Street, in Manhattan. https://t.co/qRN1VlPo1t",61
0.3612,2018-06-09 11:07:18+00:00,0.0,0.783,nytimes,0.217,"Charlotte Fox, 61, Trailblazing Alpinist and Everest Survivor, Dies https://t.co/nM5gpQdLhB",62
0.4404,2018-06-09 11:05:12+00:00,0.0,0.707,nytimes,0.293,A Good Appetite: Chicken Milanese Has Its Moment https://t.co/Rhco2hq6mS,63
0.0,2018-06-09 11:03:06+00:00,0.0,1.0,nytimes,0.0,The New York Times obituary for Anthony Bourdain https://t.co/D697EnEWQX,64
0.6369,2018-06-09 10:35:35+00:00,0.0,0.833,nytimes,0.167,RT @NYTmag: 24 hours. 23 photographers. One city. One topic: Love. Watch the making of this issue https://t.co/s2uND5xgVs and see the full…,65
0.25,2018-06-09 10:18:25+00:00,0.0,0.895,nytimes,0.105,The recent volcanic eruptions in Hawaii and Guatemala are a reminder that not all volcanoes are created equal https://t.co/M7sNdtwIzJ,66
0.5267,2018-06-09 10:00:17+00:00,0.0,0.855,nytimes,0.145,"For the 3rd time in 4 seasons, and for the 2nd year in a row, the Golden State Warriors are NBA champions https://t.co/r7NgjH0nbf",67
-0.1531,2018-06-09 09:41:41+00:00,0.129,0.762,nytimes,0.109,"RT @nytimestech: The Chinese electronics maker ZTE has survived its brush with death. Now, it has to figure out how to stay in business. He…",68
0.6124,2018-06-09 09:24:47+00:00,0.0,0.722,nytimes,0.278,"RT @nytrealestate: You may like the contractor, but does the contractor like you back? https://t.co/kPShW4JONu",69
0.5994,2018-06-09 09:07:20+00:00,0.049,0.792,nytimes,0.158,"RT @NYTmag: On a rainy Saturday morning on May 19, @philip_nyc captured love in the middle of Times Square. See more from our #NYTLoveCity…",70
-0.4215,2018-06-09 08:50:10+00:00,0.286,0.714,nytimes,0.0,How I Used Art to Get Through Trauma https://t.co/7N5fzAxLoe,71
0.0,2018-06-09 08:42:33+00:00,0.0,1.0,nytimes,0.0,"The NYT review of ""Ocean's 8"" https://t.co/flFaRzpyzr",72
0.5106,2018-06-09 08:26:14+00:00,0.0,0.752,nytimes,0.248,She’s photographed Broadway for years. Now Broadway is honoring her. https://t.co/eI7sfheNWI,73
-0.7579,2018-06-09 08:09:03+00:00,0.303,0.622,nytimes,0.075,The killing in Germany comes on top of a deepening scandal and calls for a full-blown parliamentary investigation o… https://t.co/0p5qfKyP2V,74
-0.6249,2018-06-09 07:42:08+00:00,0.17,0.83,nytimes,0.0,"RT @nytimesworld: More than 140 miles away and three decades after the Chernobyl disaster, some cows still make radioactive milk https://t.…",75
0.8097,2018-06-09 07:25:53+00:00,0.0,0.706,nytimes,0.294,RT @nytopinion: This weekend we are sharing some pieces on music. Think of it as a little inspiration to appreciate the soundtrack of your…,76
0.0,2018-06-09 07:09:23+00:00,0.0,1.0,nytimes,0.0,"RT @nytimesbusiness: HBO is making a pilot for one of the five ""Game of Thrones"" prequels it has in development https://t.co/EMeqQvEdHQ",77
-0.25,2018-06-09 06:52:51+00:00,0.232,0.595,nytimes,0.173,"Taliban Announce Brief Cease-Fire, Offering Afghans Hope for Lull in War https://t.co/IlMkkFHSCM",78
0.7184,2018-06-09 06:41:20+00:00,0.077,0.662,nytimes,0.261,"RT @NYTMetro: Underneath the umbrella: a fascinating photo portfolio of the lifeguards of Jones Beach, in all their stoic, bored, heroic gl…",79
0.0,2018-06-09 06:24:54+00:00,0.0,1.0,nytimes,0.0,"China’s ZTE— a little-known electronics maker— became an unlikely political football, then an even unlikelier objec… https://t.co/APxvWFepXB",80
0.357,2018-06-09 06:06:12+00:00,0.0,0.879,nytimes,0.121,"Andrew Rannells: ""I didn't feel jealous; I felt driven. I wanted to be one of those people on the Tonys."" https://t.co/i3LX0WgQBb",81
0.5859,2018-06-09 05:50:04+00:00,0.0,0.743,nytimes,0.257,Here's who we think will win the Tonys (and who should) https://t.co/ZlqqPQRtvt,82
0.2732,2018-06-09 05:35:00+00:00,0.168,0.584,nytimes,0.248,Justice Dept. Requests Delay if DACA Injunction Is Issued https://t.co/HB7h98gENy,83
0.0,2018-06-09 05:32:30+00:00,0.0,1.0,nytimes,0.0,"RT @nytpolitics: The president said that Melania Trump “wanted to go” with him to the Group of 7 summit meeting in Quebec, but was staying…",84
-0.2023,2018-06-09 05:00:08+00:00,0.163,0.708,nytimes,0.129,"50 years after his death, friends, aides and journalists recall Robert F. Kennedy's last campaign in California, hi… https://t.co/bAveWEnYW5",85
-0.34,2018-06-09 04:45:03+00:00,0.107,0.893,nytimes,0.0,"In Canada, many observers were calling it the ""G-6 plus 1"" — with President Trump being cast as the irrational, ira… https://t.co/AUbzhnVmGY",86
-0.0387,2018-06-09 04:30:05+00:00,0.052,0.948,nytimes,0.0,"RT @kenvogel: MANAFORT paid KONSTANTIN KILIMNIK $531k in 2013 &amp; 2014, according to lobbying records, but that covers only a fraction of the…",87
-0.5574,2018-06-09 04:15:04+00:00,0.322,0.53,nytimes,0.148,What should you do when a loved one is severely depressed? Don’t underestimate the power of showing up. https://t.co/yqRyXmSWiM,88
0.1027,2018-06-09 04:06:01+00:00,0.12,0.741,nytimes,0.139,"""This should be a grave concern to anyone who cares about an informed citizenry,"" said Eileen Murphy, a spokeswoman… https://t.co/iwMg5Ng7tl",89
0.2263,2018-06-09 04:01:40+00:00,0.0,0.905,nytimes,0.095,RT @NYTSports: Kevin Durant has been named the MVP of the NBA finals for the second straight year. https://t.co/xSARJQ5MlN,90
0.0,2018-06-09 03:54:22+00:00,0.0,1.0,nytimes,0.0,The U.S. just beat out China to develop the world’s fastest supercomputer. You’d need 6.3 billion years to match wh… https://t.co/DMGoDUacwv,91
-0.1027,2018-06-09 03:40:03+00:00,0.065,0.935,nytimes,0.0,"RT @SopanDeb: **NEW**: In a lengthy (and remarkable) interview with Kyrie Irving, he repeatedly questioned whether the Earth is flat or rou…",92
0.5719,2018-06-09 03:29:11+00:00,0.0,0.837,nytimes,0.163,"Breaking News: The Golden State Warriors have won their third N.B.A. title in four years, sweeping LeBron James and… https://t.co/jbvTIZsZrD",93
0.3182,2018-06-09 03:26:27+00:00,0.13,0.648,nytimes,0.223,"At a moment of tumult over trade and nuclear security, President Trump is making friends with America’s enemies and… https://t.co/JtgvrhRvJ6",94
0.7906,2018-06-09 02:55:05+00:00,0.045,0.682,nytimes,0.273,"Discover an ""irony free zone where everything is beautiful and nothing hurts.""

What to watch, what to read and wha… https://t.co/gMtAyyRjDD",95
0.0,2018-06-09 02:36:05+00:00,0.0,1.0,nytimes,0.0,President Trump suggested the Group of 7 nations reinstate Russia 4 years after it was cast out for annexing Crimea https://t.co/ZQQDfGp5GN,96
0.0,2018-06-09 02:24:01+00:00,0.0,1.0,nytimes,0.0,"RT @nytopinion: Anthony Bourdain exhorted us to open our eyes -- and our guts -- to the wondrous smorgasbord of life, and to savor every la…",97
0.296,2018-06-09 02:08:01+00:00,0.061,0.826,nytimes,0.113,"Modern Love: ""I had found a strange liberation in submitting to Dan, but it was only a first step. I wanted the dom… https://t.co/WHIRIHGpqQ",98
0.0,2018-06-09 01:56:23+00:00,0.0,1.0,nytimes,0.0,"During this season’s playoffs, LeBron James has accounted for nearly a third of the box-score statistics for the Ca… https://t.co/bugUyF7TK4",99
0.0,2018-06-09 01:53:49+00:00,0.098,0.804,nytimes,0.098,No one in the NBA has come close to LeBron James's share of a team’s production for over 40 years https://t.co/YqE8zZiiWg,100
0.4939,2018-06-10 00:48:12+00:00,0.0,0.833,FoxNews,0.167,".@RepMattGaetz: ""This is Donald Trump's America. It's the Trump economy, it's roaring. People are confident, busine… https://t.co/wZMGzvhYgi",1
0.6369,2018-06-10 00:46:12+00:00,0.0,0.741,FoxNews,0.259,".@RepMattGaetz: ""As Republicans, we love when @NancyPelosi talks about the economy."" @WattersWorld https://t.co/cCIxsAm8NV",2
0.0,2018-06-10 00:41:22+00:00,0.0,1.0,FoxNews,0.0,".@KellyannePolls: ""It's through the president's leadership and stewardship that @SecPompeo has been over to North K… https://t.co/CqUyx8gzuR",3
0.0,2018-06-10 00:34:42+00:00,0.0,1.0,FoxNews,0.0,".@KellyannePolls: ""[President @realDonaldTrump is] very open to differing opinions and viewpoints. He's a master ne… https://t.co/z7mDmPDjMi",4
0.7964,2018-06-10 00:30:54+00:00,0.0,0.693,FoxNews,0.307,Jockey Mike Smith celebrates atop of Justify after winning the coveted Triple Crown at the Belmont Stakes.… https://t.co/lUG6e16WfK,5
-0.1531,2018-06-10 00:30:00+00:00,0.103,0.897,FoxNews,0.0,SUNDAY: Don’t miss @FoxNewsSunday from Singapore ahead of President @realDonaldTrump’s historic meeting with North… https://t.co/cF2Y1xLD4Y,6
-0.2263,2018-06-10 00:20:34+00:00,0.095,0.905,FoxNews,0.0,".@jasonsehorn on national anthem protests: ""Their actual message of what they're trying to get across is being lost… https://t.co/KO4yaWJG4Y",7
-0.3818,2018-06-10 00:12:34+00:00,0.14,0.86,FoxNews,0.0,"Former @NFL player @JackBrewerBSI: ""We're all Americans. We're in the same family. Families fight, families quarrel… https://t.co/hswCr90kiS",8
0.7845,2018-06-10 00:05:47+00:00,0.0,0.653,FoxNews,0.347,OPINION: Justify’s Triple Crown win brings us together to admire an uncommonly gifted horse https://t.co/4nIf9mv4Wz,9
-0.296,2018-06-10 00:00:24+00:00,0.145,0.855,FoxNews,0.0,"Earlier, President @realDonaldTrump accused Canadian Prime Minister @JustinTrudeau of making ""false statements"" at… https://t.co/oUPeNM1BJv",10
0.3612,2018-06-09 23:54:29+00:00,0.0,0.815,FoxNews,0.185,.@VP reassures family of Otto Warmbier ahead of North Korea summit https://t.co/t0jwuWxjHx,11
-0.5413,2018-06-09 23:32:44+00:00,0.163,0.837,FoxNews,0.0,.@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the… https://t.co/u1rce2rGvi,12
0.2263,2018-06-09 23:03:37+00:00,0.0,0.909,FoxNews,0.091,"Nile Gardiner: ""You have protectionist tariffs on both sides of the Atlantic, from the United States but also from… https://t.co/5TM7aYOQhS",13
0.5719,2018-06-09 22:56:42+00:00,0.0,0.764,FoxNews,0.236,"BREAKING: Justify wins the Belmont Stakes, earning the coveted Triple Crown https://t.co/EEHEgMVywm https://t.co/vjiT9IgcDg",14
-0.4019,2018-06-09 22:52:49+00:00,0.144,0.856,FoxNews,0.0,"Nile Gardiner on tariff tensions: ""You have all the makings right now for a trade war."" https://t.co/iAdue9Nmav https://t.co/l3NIirukYK",15
0.4019,2018-06-09 22:48:34+00:00,0.0,0.769,FoxNews,0.231,Taliban announce cease-fire over Eid holiday for 1st time https://t.co/LCHkJcQMW3,16
0.7003,2018-06-09 22:38:46+00:00,0.0,0.766,FoxNews,0.234,".@VP on Otto Warmbier: ""Today I assured his dad as [@POTUS] said two days ago, their beloved son Otto Warmbier will… https://t.co/ZWPmRWK0Fj",17
0.8238,2018-06-09 22:37:22+00:00,0.0,0.688,FoxNews,0.312,".@VP on North Korea summit: ""So America, let's pray for [@POTUS] and let's pray for peace for the Korean people and… https://t.co/ODJl1K4kfh",18
0.2755,2018-06-09 22:35:24+00:00,0.0,0.869,FoxNews,0.131,".@VP on North Korea summit: ""We will not repeat the mistakes of the past."" https://t.co/vkdzKjHLD1",19
0.7096,2018-06-09 22:33:28+00:00,0.0,0.753,FoxNews,0.247,".@VP: ""As President @realDonaldTrump embarks on this historic quest for peace, I can assure you that he also goes w… https://t.co/0kzlNxMy53",20
-0.5859,2018-06-09 22:31:23+00:00,0.278,0.609,FoxNews,0.113,".@VP on Singapore summit: ""After years of failed policies and broken promises last year, President @realDonaldTrump… https://t.co/M1kPHystbo",21
0.0,2018-06-09 22:31:09+00:00,0.0,1.0,FoxNews,0.0,".@VP on North Korea summit: ""Our president is going into this summit with his eyes wide open."" https://t.co/wOy8M4d88p",22
0.3182,2018-06-09 22:29:49+00:00,0.0,0.881,FoxNews,0.119,".@VP on North Korea summit: ""The truth is, [@realDonaldTrump] has been preparing for this his whole life."" https://t.co/xe4EOjiKsK",23
0.0,2018-06-09 22:25:05+00:00,0.0,1.0,FoxNews,0.0,".@VP: ""[@POTUS] spent the last two days at the G7 summit in Canada putting America first."" https://t.co/tWO4i7PqEx",24
0.6597,2018-06-09 22:22:26+00:00,0.0,0.738,FoxNews,0.262,".@VP: ""I want to begin tonight by bringing greetings from a leader who's been delivering every day on his promise t… https://t.co/czUfsg6Edj",25
0.7906,2018-06-09 22:15:04+00:00,0.0,0.72,FoxNews,0.28,".@VP Mike Pence delivers keynote remarks at the close of the 2018 Faith &amp; Freedom Coalition ""Road to Majority."" https://t.co/JWcCBVCjx1",26
0.5919,2018-06-09 22:12:00+00:00,0.0,0.797,FoxNews,0.203,"TOMORROW: Don't miss a brand new ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Chann… https://t.co/JloyPLb79c",27
0.0,2018-06-09 22:09:43+00:00,0.0,1.0,FoxNews,0.0,"SeaWorld getting rid of plastic straws, plastic bags at all US parks https://t.co/o5sCVFney1",28
0.0,2018-06-09 22:05:43+00:00,0.0,1.0,FoxNews,0.0,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/D6p9iIR1QB",29
0.0,2018-06-09 21:59:10+00:00,0.0,1.0,FoxNews,0.0,"Lou Holtz on @Eagles controversy: ""The locker room belongs to the players of the @NFL. They can say anything they w… https://t.co/n3NNBJA2O7",30
0.7351,2018-06-09 21:48:00+00:00,0.0,0.763,FoxNews,0.237,".@POTUS: ""The power to pardon is a beautiful thing. You got to get it right, you got to get the right people.""… https://t.co/kJoxSdfmxm",31
0.0,2018-06-09 21:41:00+00:00,0.0,1.0,FoxNews,0.0,OPINION: There's just one way to marry the right person (and anyone can do it) https://t.co/yqcYBoKZ8w,32
0.0,2018-06-09 21:39:41+00:00,0.0,1.0,FoxNews,0.0,".@Mark_Penn on the Mueller probe: ""I think our Constitution is being stepped on."" https://t.co/WU779vQZHl",33
0.128,2018-06-09 21:35:06+00:00,0.0,0.909,FoxNews,0.091,"Belmont Stakes' Triple Crown contender, start time, odds and everything else about the horse race https://t.co/6SDuqSRpPJ",34
-0.6115,2018-06-09 21:32:10+00:00,0.222,0.778,FoxNews,0.0,".@POTUS: ""The U.S. press is very dishonest, much of it, not all of it."" https://t.co/wRY77Xrqxz",35
0.0,2018-06-09 21:28:31+00:00,0.0,1.0,FoxNews,0.0,U.S. Markets - So far this year. https://t.co/dXBWkXeAc2,36
-0.7088,2018-06-09 21:17:59+00:00,0.269,0.731,FoxNews,0.0,.@SteveHiltonx: Trump’s criticism of G-7 is ‘unprecedented’ scream the elite -- That’s the whole point of Trump! https://t.co/ZwoJG4yXGb,37
0.0,2018-06-09 21:11:20+00:00,0.0,1.0,FoxNews,0.0,President @realDonaldTrump is on his way to Singapore for a historic meeting with North Korean leader Kim Jong Un.… https://t.co/f5vz9YYXXE,38
-0.4767,2018-06-09 21:03:40+00:00,0.256,0.744,FoxNews,0.0,"Florida woman's body found after gator attack, officials say https://t.co/5zyQqG9a32",39
0.0772,2018-06-09 20:58:00+00:00,0.0,0.933,FoxNews,0.067,".@kayleighmcenany: ""Where are the feminists, also, I want to ask - where are the Elizabeth Warrens, where are the H… https://t.co/6cSwtVG0OG",40
0.3818,2018-06-09 20:53:00+00:00,0.0,0.729,FoxNews,0.271,"President @realDonaldTrump promises ""America First"" throughout 2016. https://t.co/loUFH6m9i3",41
0.0,2018-06-09 20:49:26+00:00,0.0,1.0,FoxNews,0.0,German Chancellor Angela Merkel speaks with President @realDonaldTrump during proceedings on the sidelines of the o… https://t.co/3ObHBAyhun,42
